buildingid,buildingName,address,propertyStatus,categoryDescription,buildingProfile,usageName,boroughName,buildingConstrYear,builtArea,buildingArea,buildingOccupencyArea,floorAmount,basementAmount,verticalTransportAmount
1073,"POSTE RECIRCULATION POUR CHÂTEAU D'EAU","180 Avenue  Duke-of-Kent (PCL) , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Réservoir d'eau","POINTE-CLAIRE",,176.63,176.63,176.63,,,
1074,"CENTRE MULTIDISCIPLINAIRE ET COMM. (TAZ)","8931 Avenue  Papineau , Montréal","PROPRIÉTAIRE","Bâtiment","Sportif","Espace sports/loisirs","VILLERAY/ST-MICHEL/PARC-EXTENS",2009,7999.23,1,7760.99,2,0,0
1075,"JEU D'EAU DU PARC LAFOND","3500 Avenue  Laurier , Montréal","PROPRIÉTAIRE","Installation externe","Sportif","Jeu d'eau","ROSEMONT / PETITE-PATRIE",2010,78.5,78.5,78.5,,,
1076,"MAISON ÉMERIL-PÉPIN","7110 Boulevard  Gouin E, Montréal","PROPRIÉTAIRE","Bâtiment vacant","Loisir communautaire","Chalet","R-D-P / P-A-T",1865,450,0,450,2,1,
1078,"PISCINE INTÉRIEURE ANNIE-PELLETIER","8850 Avenue  Dubuisson , Montréal","PROPRIÉTAIRE","Bâtiment","Sportif","Piscine intérieure","MERCIER/HOCHELAGA/ MAISONNEUVE",2013,4800.89,1963.02,3716.1,3,1,
1079,"CHALET PARC CARLOS D'ALCANTARA","5349 Rue  De Contrecoeur , Montréal","PROPRIÉTAIRE","Bâtiment","Loisir communautaire","Chalet","MERCIER/HOCHELAGA/ MAISONNEUVE",2013,72.22,72.22,59.41,1,,
1082,"STAT.MÉC.+PATIN.PARC DE LA CONFÉDÉRATION","6262 Avenue  Fielding , Montréal","PROPRIÉTAIRE","Installation externe","Sportif","Station méc. patinoire ext.","COTE-DES-NEIGES / N-D-DE-GRACE",2013,8.8,8.8,8.8,1,,
1091,"JEUX D'EAU DU PARC PHILIPPE-LAHEURTE","13500 Boulevard  Cavendish (SLR) , Montréal","PROPRIÉTAIRE","Installation externe","Sportif","Jeu d'eau","SAINT-LAURENT",2012,468.5,1,468.5,,,
1093,"CHALET PATIN. PARC DE LA CONFÉDÉRATION","6262 Avenue  Fielding , Montréal","PROPRIÉTAIRE","Bâtiment","Sportif","Chalet","COTE-DES-NEIGES / N-D-DE-GRACE",2013,160.17,160.17,141.08,1,0,0
1094,"ÉDIFICE DU 3558 ST-PATRICK","3558 Rue  Saint-Patrick , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Atelier / Esp. bureau","SUD-OUEST",1915,345,1,345,2,1,
1096,"RESERVOIR DE LA MONTAGNE","1216 Voie  Camillien-Houde , Montréal","PROPRIÉTAIRE","Installation externe","Industriel","Réservoir d'eau","VILLE-MARIE",1978,385,1,385,,,
1097,"JEU D'EAU PARC CARLOS D'ALCANTARA","Rue  De Contrecoeur , Montréal","PROPRIÉTAIRE","Installation externe","Sportif","Jeu d'eau","MERCIER/HOCHELAGA/ MAISONNEUVE",2013,318,318,318,,,
1098,"STATION DE POMPAGE DE LA FERME","183 Chemin du Cap-Saint-Jacques (PFD) , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Station de pompage (égouts)","PIERREFONDS/ROXBORO",2011,54,54,54,1,,
1099,"CHAMBRE DE COMPTEUR D'EAU LACHINE","99 Boulevard  Saint-Joseph (LCH) , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Chambre de compteur","LACHINE",1979,4.5,4.5,4.5,1,,
1102,"CENTRE COMMUNAUTAIRE ABE LIMONCHIK","6600 Avenue  Victoria , Montréal","COPROPRIÉTAIRE","Bâtiment","Loisir communautaire","Centre communautaire et loisir","COTE-DES-NEIGES / N-D-DE-GRACE",2015,7139.13,0,6851.36,8,1,3
1105,"JEU D'EAU PARC DES ÉPINETTES","Rue des Épinettes , Montréal","PROPRIÉTAIRE","Installation externe","Loisir communautaire","Jeu d'eau","R-D-P / P-A-T",,48,48,48,,,
1106,"ÉDIFICE JACINTHE-FYFE","10351 Rue  Sherbrooke E, Montréal","PROPRIÉTAIRE","Bâtiment","Protection et sécurité","Espace à bureaux","MONTRÉAL-EST",,7042.06,1,7042.06,3,,
1107,"TABATIÈRE L'ASSOMPTION","801   Rang du Bas de l'Assomption N , Assomption","PROPRIÉTAIRE","Bâtiment","Industriel","Pépinière","Hors de Montréal",,653.66,2,587.23,2,,
1110,"FILTRATION PATAUGEOIRE PARC MÉNARD","Place  Ménard (MTN) , Montréal","PROPRIÉTAIRE","Installation externe","Sportif","Station de chloration","MONTRÉAL-NORD",,4,4,4,,,
1111,"FILTRATION PATAUG. PARC ST-LAURENT (MTN)","Avenue  Salk (MTN) , Montréal","PROPRIÉTAIRE","Installation externe","Sportif","Station de chloration","MONTRÉAL-NORD",,5,5,5,,,
1112,"PAVILLON HORTICULTURE-COURS DE SERVICE","14150 Boulevard  Gouin O, Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Atelier / Esp. bureau","PIERREFONDS/ROXBORO",,107,0,107,1,,
1113,"FILTRATION PATAUGEOIRE PARC SABREVOIS","Avenue des Récollets (MTN) , Montréal","PROPRIÉTAIRE","Installation externe","Sportif","Station de chloration","MONTRÉAL-NORD",,6,6,6,,,
1114,"FILTRATION PATAUGEOIRE PARC SAUVÉ","Avenue  Éthier (MTN) , Montréal","PROPRIÉTAIRE","Installation externe","Sportif","Station de chloration","MONTRÉAL-NORD",,14,14,14,,,
1115,"FILTRATION PATAUG.PARC HENRI-BOURASSA","Rue  Pascal (MTN) , Montréal","PROPRIÉTAIRE","Bâtiment","Sportif","Station de chloration","MONTRÉAL-NORD",,30,0,30,1,,
1116,"FILTRATION PATAUG. PARC CHARLEROI","Avenue  Alfred (MTN) , Montréal","PROPRIÉTAIRE","Installation externe","Sportif","Station de chloration","MONTRÉAL-NORD",,27,27,27,,,
1117,"TOILETTE PUBLIQUE PARC LE CARIGNAN","Avenue  P.-M.-Favier (MTN) , Montréal","PROPRIÉTAIRE","Bâtiment","Loisir communautaire","Station de chloration","MONTRÉAL-NORD",,66,0,66,1,,
1118,"FILTRATION PATAUG.PARC OSCAR","Boulevard  Saint-Michel , Montréal","PROPRIÉTAIRE","Installation externe","Sportif","Station de chloration","MONTRÉAL-NORD",,17,17,17,,,
1119,"TOILETTE PUBLIQUE PARC EUSÈBE-MÉNARD","Boulevard  Gouin E, Montréal","PROPRIÉTAIRE","Bâtiment","Loisir communautaire","Entrepôt non-chauffé","MONTRÉAL-NORD",,15,0,15,1,,
1123,"TOILETTE PUBLIQUE DU PARC GOUIN","Boulevard  Gouin E, Montréal","PROPRIÉTAIRE","Bâtiment","Loisir communautaire","Entrepôt non-chauffé","MONTRÉAL-NORD",,7,0,7,1,,
1128,"STATION POMPAGE TUNNEL H-BOURASSA","6995 Boulevard  Henri-Bourassa , Montréal","PROPRIÉTAIRE","Installation externe","Industriel","Station de pompage (égouts)","MONTRÉAL-NORD",,59,59,59,1,,
1130,"POSTE D'ESSENCE COUR SERV.MTL-NORD","Rue de Charleroi (MTN) , Montréal","PROPRIÉTAIRE","Installation externe","Industriel","Pompe d'essence","MONTRÉAL-NORD",,20,20,20,,,
1131,"EX.CHAUFFERIE BUR.ARROND. DE LASALLE","Avenue  Dupras (LSL) , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Chaufferie","LASALLE",1930,199.74,0,199.74,,,
1133,"77 BERNARD","77 Rue  Bernard E, Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Entrepôt non-chauffé","PLATEAU MONT-ROYAL",,918,0,918,1,,
1141,"ABRIS MATÉRIAUX EN VRAC","1455 Rue  Bercy , Montréal","PROPRIÉTAIRE","Installation externe","Industriel","Abri ouvert","VILLE-MARIE",2016,250,250,250,1,,
1142,"ENTREPÔT NON-CHAUFFÉ","1455 Rue  Bercy , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Entrepôt non-chauffé","VILLE-MARIE",2016,210,210,210,1,,
1143,"ABRIS À SEL ET MATÉRIAUX EN VRAC","1455 Rue  Bercy , Montréal","PROPRIÉTAIRE","Installation externe","Industriel","Abri ouvert","VILLE-MARIE",2016,207,207,207,1,,
1144,"KIOSQUES EXTÉRIEURS MARCHÉ JEAN-TALON","7075 Avenue  Casgrain , Montréal","PROPRIÉTAIRE","Installation externe","Commercial","Abri ouvert","ROSEMONT / PETITE-PATRIE",1932,5286.07,5286.07,5286.07,1,,
1146,"GUÉRITE ENTRÉE ST-PATRICK-ANGRIGNON","6700 Rue  Saint-Patrick , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Guérite","LASALLE",1998,9.91,9.91,8,1,,
1147,"GUÉRITE ENTRÉE ANGRIGNON - ANGRIGNON","2505 Boulevard  Angrignon , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Guérite","LASALLE",1998,9.91,9.91,8,1,,
1148,"VITRINES D'ÉVENEMENTS (11)","Avenue du Président-Kennedy , Montréal","PROPRIÉTAIRE","Installation externe","Culturel","Abri ouvert","VILLE-MARIE",2010,1,0,1,,,
1149,"ARMOIRES ÉLECTRIQUES PARC FAUBOURG","99999 Rue  Dorion , Montréal","PROPRIÉTAIRE","Installation externe","Industriel","Sous-station électrique","VILLE-MARIE",2003,3,3,3,,,
1150,"PUITS D'ACCÈS # 1",", Montréal","PROPRIÉTAIRE","Installation externe","Culturel","Sous-station électrique","VILLE-MARIE",2009,1,1,1,,,
1151,"PUITS D'ACCÈS # 2",", Montréal","PROPRIÉTAIRE","Installation externe","Culturel","Sous-station électrique","VILLE-MARIE",2009,1,1,1,,,
1152,"PUITS D'ACCÈS #3",", Montréal","PROPRIÉTAIRE","Installation externe","Culturel","Sous-station électrique","VILLE-MARIE",2009,1,1,1,,,
1153,"CONTENEUR AQUEDUC ET ÉGOUTS","Rue de Charleroi (MTN) , Montréal","PROPRIÉTAIRE","Installation externe","Industriel","Entrepôt non-chauffé","MONTRÉAL-NORD",,32,32,32,1,,
1154,"CABANON JAR.COMM.PARC TARDIF","Rue  Tardif (MTN) , Montréal","PROPRIÉTAIRE","Installation externe","Loisir communautaire","Abri fermé","MONTRÉAL-NORD",2013,11,11,11,1,,
1155,"CABANON JARD.COMM.PARC OSCAR","Boulevard  Saint-Michel , Montréal","PROPRIÉTAIRE","Installation externe","Loisir communautaire","Abri fermé","MONTRÉAL-NORD",2013,8,8,8,1,,
1156,"2 CONTENEURS ENTREPÔT R.D.D.","Rue de Charleroi (MTN) , Montréal","PROPRIÉTAIRE","Installation externe","Industriel","Entrepôt non-chauffé","MONTRÉAL-NORD",,24,24,24,1,,
1157,"15 CONTENEURS ENTREPÔTS ÉVICTIONS","Rue  Forest (MTN) , Montréal","PROPRIÉTAIRE","Installation externe","Industriel","Entrepôt non-chauffé","MONTRÉAL-NORD",,225,225,225,1,,
1158,"CONTENEUR ENTREPÔT PARC","Rue  Forest (MTN) , Montréal","PROPRIÉTAIRE","Installation externe","Industriel","Entrepôt non-chauffé","MONTRÉAL-NORD",,16,16,16,1,,
1159,"STATION D'ÉCHANTILLONNAGE DU RSQA # 28","2495 Chemin  Duncan (MTR) , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Station de nivométrie","MONT-ROYAL",1981,7.5,7.5,7.5,1,,
1160,"USINE D'ASSAINISSEMENT DU LIXIVIAT-CESM","2245 Rue  Michel-Jurdant , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Usine d'épuration","VILLERAY/ST-MICHEL/PARC-EXTENS",,1,311,1,,,
1161,"USINE D'ASSAINISSEMENT DU LIXIVIAT-PEPSC","125 Rue  Fernand-Seguin , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Usine de filtration","SUD-OUEST",,1014,820,1014,2,,
1163,"PERGOLA SITE JARDINS JEUNES","4101 Rue  Sherbrooke E, Montréal","PROPRIÉTAIRE","Installation externe","Culturel","Abri ouvert","ROSEMONT / PETITE-PATRIE",2014,330,330,330,,,
1164,"BÂTIMENT PRÉFAB. ENTREPOSAGE HIVERNAL","Boulevard  Gouin O, Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Entrepôt chauffé","PIERREFONDS/ROXBORO",2014,16,0,16,1,,
1169,"JEU D'EAU PARC ARMAND-BOMBARDIER","12535 Boulevard  Armand-Bombardier , Montréal","PROPRIÉTAIRE","Installation externe","Loisir communautaire","Jeu d'eau","R-D-P / P-A-T",2014,110,110,110,,,
1170,"JEU D'EAU PARC DU COLOMBIER","Rue du Colombier , Montréal","PROPRIÉTAIRE","Installation externe","Loisir communautaire","Jeu d'eau","R-D-P / P-A-T",2014,135,135,135,,,
1171,"CENTRE DE TRI MATIÈRES RÉSIDU.FAIRWAY","1131 Rue  Lenoir , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Centre de tri / déchetteries","LACHINE",,9100,9100,9100,,,
1174,"ENTREPÔT RÉCUP.PRODUITS ÉLECTRONIQUES","7272 Rue  Saint-Patrick , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Entrepôt non-chauffé","LASALLE",2010,62.85,62.85,55.1,1,,
1177,"BÂT. CHUTE MÉCANISÉE LANGELIER","9505 Boulevard  Langelier , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Espace à bureaux","SAINT-LÉONARD",,45,0,45,1,,
1178,"GUÉRITE DÉPÔT À NEIGE SARTELON","3405 Rue  Sartelon (SLR) , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Guérite","SAINT-LAURENT",1992,7.89,7.89,6.3,1,,
1179,"GUÉRITE DÉPÔT NEIGE CHÂTEAU-PIERREFONDS","Boulevard de Pierrefonds (PFD) , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Guérite","PIERREFONDS/ROXBORO",,11.89,11.89,9.8,1,,
1180,"GUÉRITE DÉPÔT NEIGE 46E AVENUE (LCH)","1025 Avenue  46e (LCH) , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Guérite","LACHINE",,5.95,5.95,4.6,1,,
1181,"GUÉRITE CHUTE À NEIGE ANBAR","Rue  Notre-Dame O, Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Guérite","SUD-OUEST",,4.58,4.58,3.4,1,,
1182,"GUÉRITE DÉPÔT À NEIGE ARMAND-CHAPUT","11577 Avenue  Armand-Chaput , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Guérite","R-D-P / P-A-T",,11.15,11.15,9.2,1,,
1183,"GUÉRITE CHUTE À NEIGE MILLEN","Avenue  Millen , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Guérite","AHUNTSIC / CARTIERVILLE",1986,13.11,13.11,11,1,,
1184,"GUÉRITE DÉPÔT À NEIGE NEWMAN","3333 Rue  Irwin (LSL) , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Guérite","SUD-OUEST",,8.92,8.92,7.2,1,,
1185,"GUÉRITE CHUTE À NEIGE POINCARÉ","Boulevard  Henri-Bourassa O, Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Guérite","AHUNTSIC / CARTIERVILLE",1986,4.73,4.73,3.5,1,,
1186,"GUÉRITE DÉPÔT À NEIGE THIMENS","4545 Boulevard  Thimens (SLR) , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Guérite","SAINT-LAURENT",1984,8.9,8.9,7.1,1,,
1187,"GUÉRITE CHUTE NEIGE BUTLER","Rue  Butler , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Guérite","SUD-OUEST",1999,23.41,23.41,20.5,1,,
1188,"BUREAU MOBILE CHUTES À NEIGE BUTLER","Rue  Butler , Montréal","PROPRIÉTAIRE","Installation externe","Industriel","Espace à bureaux","SUD-OUEST",,11.9,11.9,9.8,1,,
1189,"GUÉRITE DÉPÔT À NEIGE AUTOROUTE 13","Rue  De Salaberry (PFD) , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Guérite","PIERREFONDS/ROXBORO",2005,11.89,11.89,9.8,1,,
1190,"GUÉRITE CHUTE À NEIGE RIVERSIDE","Rue  Riverside , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Guérite","VILLE-MARIE",,13.01,13.01,10.88,1,,
1191,"GUÉRITE CHUTES À NEIGE ST-PIERRE(TURCOT)","Rue  Notre-Dame (LCH) O, Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Guérite","LACHINE",,11.89,11.89,9.8,1,,
1192,"GUÉRITE CHUTE À NEIGE VERDUN","2990 Boulevard  Gaétan-Laberge (VRD) , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Guérite","VERDUN",2001,7.43,7.43,5.9,1,,
1193,"ÉDICULE ST-JEAN-BAPTISTE SUD","3 Boulevard  Saint-Jean-Baptiste , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Station de pompage (égouts)","R-D-P / P-A-T",,48,48,48,1,,
1231,"ÉGLISE SANS FRONTIÈRES","3166 Boulevard  Henri-Bourassa E, Montréal","PROPRIÉTAIRE","Bâtiment","Culturel","Centre culturel","MONTRÉAL-NORD",,1,0,1,,,
1262,"PATISSERIE MARTIN/FANNY","1895 Rue  Piché (LCH) , Montréal","PROPRIÉTAIRE","Bâtiment","Commercial","Restaurant","LACHINE",1982,71,0,71,1,,
1264,"JEU D'EAU PARC SOEUR-MADELEINE-GAGNON","Rue  Saint-Dominique , Montréal","PROPRIÉTAIRE","Installation externe","Loisir communautaire","Jeu d'eau","ROSEMONT / PETITE-PATRIE",,129,129,129,,,
1266,"POMPE DISTRIBUTRICE DIESEL","1455 Rue  Bercy , Montréal","PROPRIÉTAIRE","Installation externe","Industriel","Pompe d'essence","VILLE-MARIE",2017,4,4,4,,,
1267,"RÉSIDUS DOMESTIQUES DANGEREUX (RDD)","1455 Rue  Bercy , Montréal","PROPRIÉTAIRE","Installation externe","Industriel","Entrepôt non-chauffé","VILLE-MARIE",2017,182,182,182,1,,
1268,"BELVÉDÈRE MAISON DU CITOYEN","12090 Rue  Notre-Dame E, Montréal","PROPRIÉTAIRE","Installation externe","Administratif","Abri ouvert","R-D-P / P-A-T",2017,4074,4074,4074,1,,
1270,"BÂTIMENT #1","19985 Chemin  Sainte-Marie , Montréal","PROPRIÉTAIRE","Bâtiment excéd.","Divers","Habitation","PIERREFONDS/ROXBORO",,67,0,67,1,,
1271,"BÂTIMENT #2","19985 Chemin  Sainte-Marie , Montréal","PROPRIÉTAIRE","Bâtiment excéd.","Divers","Habitation","SAINTE-ANNE-DE-BELLEVUE",,71,0,71,1,,
1273,"SOUS-STATION ÉLECTRIQUE (ATELIER VIAU)","2269 Rue  Viau , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Sous-station électrique","MERCIER/HOCHELAGA/ MAISONNEUVE",1996,105.6,0,105.6,1,,
1274,"PAVILLON ACCUEIL ÉCO-CENTRE ST-LAURENT","3535 Rue  Sartelon (SLR) , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Centre de tri / déchetteries","SAINT-LAURENT",2016,234.51,234.51,212.1,1,,
1277,"ENTREPÔT ÉCO-CENTRE ST-LAURENT","3535 Rue  Sartelon (SLR) , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Centre de tri / déchetteries","SAINT-LAURENT",2016,208.99,208.99,185.58,1,,
1278,"JEU D'EAU PARC LUC-DURAND","Avenue  De Chateaubriand , Montréal","PROPRIÉTAIRE","Installation externe","Loisir communautaire","Jeu d'eau","ROSEMONT / PETITE-PATRIE",2015,481,481,481,,,
1279,"GUÉRITE CHUTE À NEIGE LAUSANNE","Boulevard  Henri-Bourassa E, Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Guérite","AHUNTSIC / CARTIERVILLE",,8.92,8.92,7.2,,,
1280,"GUÉRITE CHUTE À NEIGE ST-PIERRE (LCH)","Rue  Notre-Dame (LCH) , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Guérite","LACHINE",,4.34,4.34,3.2,,,
1281,"GUÉRITE CARRIÈRE LAFARGE","9999 Rue  Sherbrooke E, Montréal","PROPRIÉTAIRE","Installation externe","Industriel","Guérite","MONTRÉAL-EST",,47,47,47,,,
1285,"GARAGE COUR SUD-OUEST/ ATELIER MRA","3552 Rue  Saint-Patrick , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Atelier / Esp. bureau","SUD-OUEST",,920.89,0,878.54,1,,
1288,"ENTREPÔT CHAUFFÉ COUR SERVICES SUD-OUEST","Rue  Saint-Patrick , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Entrepôt chauffé","SUD-OUEST",,334.5,0,290.6,1,,
1292,"GUÉRITE CHUTE NEIGE JULES-POITRAS (AHU)","Boulevard  Jules-Poitras (SLR) , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Guérite","AHUNTSIC / CARTIERVILLE",,11.92,11.92,10.4,,,
1294,"PAVILLON MULTIF.ESPLANADE CLARK TRANQUIL","65 Rue  Sainte-Catherine O, Montréal","PROPRIÉTAIRE","Bâtiment","Commercial","Restaurant","VILLE-MARIE",,4907.06,0,4549.2,2,1,
1295,"PATINOIRE EXT. RÉFRIGÉRÉ ESPLANADE CLARK","Rue  Clark , Montréal","PROPRIÉTAIRE","Installation externe","Sportif","Station méc. patinoire ext.","VILLE-MARIE",,2697,0,2697,,,
1297,"PAVILLON BAIGNEURS PARC MÉDÉRIC-MARTIN","Avenue  Gascon , Montréal","PROPRIÉTAIRE","Bâtiment","Loisir communautaire","Pavillon des baigneurs","VILLE-MARIE",2015,87.91,87.91,77.4,1,,
1298,"ABRI OUVERT PARC MÉDÉRIC-MARTIN","Rue du Havre , Montréal","PROPRIÉTAIRE","Installation externe","Loisir communautaire","Abri ouvert","VILLE-MARIE",2015,154,154,154,1,,
1299,"ABRI ACCÈS PATAUG. PARC MÉDÉRIC-MARTIN","Rue du Havre , Montréal","PROPRIÉTAIRE","Installation externe","Loisir communautaire","Abri ouvert","VILLE-MARIE",2015,102,102,102,1,,
1303,"CITÉ DES HOSPITALIÈRES","251 Avenue des Pins O, Montréal","PROPRIÉTAIRE","Bâtiment","Culturel","Gestion immobilière","PLATEAU MONT-ROYAL",1858,13284.33,2929.34,11876.1,5,,
1304,"PAVILLON DE PARC-PLAGE DE L'EST","16240 Rue  Bureau , Montréal","PROPRIÉTAIRE","Bâtiment","Sportif","Vespasienne","R-D-P / P-A-T",2017,176.79,176.79,154,1,,
1310,"STATION D'ÉCHANTILLONNAGE DU RSQA # 99","20965 Chemin  Sainte-Marie , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Station de nivométrie","SAINTE-ANNE-DE-BELLEVUE",2016,13,13,13,1,,
1315,"STATION DE POMPAGE 96E AVENUE","31 Avenue  96e , Montréal","PROPRIÉTAIRE","Installation externe","Industriel","Station de pompage (égouts)","R-D-P / P-A-T",2016,5.98,5.98,5.98,1,,
1317,"ÉDICULE AUTOROUTE DES LAURENTIDES","99999 Boulevard  Jules-Poitras (SLR) , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Habitation","AHUNTSIC / CARTIERVILLE",1985,70,70,70,1,,
1320,"CENTRE INTÉGRÉ CARTIERVILLE","12225 Rue  Grenet , Montréal","PROPRIÉTAIRE","Bâtiment","Culturel","Centre communautaire et loisir","AHUNTSIC / CARTIERVILLE",,8613,1,8613,2,,
1327,"VESTIAIRE-GARAGE PATINOIRE PARC DE MÉSY","12110 Rue  Grenet , Montréal","PROPRIÉTAIRE","Bâtiment","Sportif","Station méc. patinoire ext.","AHUNTSIC / CARTIERVILLE",2017,332.79,332.79,304.5,1,,
1330,"POSTE À CARBURANT JEAN-RIVARD","3701 Rue  Jean-Rivard , Montréal","PROPRIÉTAIRE","Installation externe","Industriel","Pompe d'essence","VILLERAY/ST-MICHEL/PARC-EXTENS",2017,114,1,114,,,
1331,"SERRE COMMUNAUTAIRE PARC WALTER-STEWART","2215 Rue  Dufresne , Montréal","PROPRIÉTAIRE","Bâtiment","Loisir communautaire","Serre de service et production","VILLE-MARIE",2016,136,0,136,1,,
1333,"POSTE D'ESSENCE COUR DE SERV. ST-LAURENT","13001 Boulevard  Cavendish (SLR) , Montréal","PROPRIÉTAIRE","Installation externe","Industriel","Pompe d'essence","SAINT-LAURENT",1981,15,15,15,,,
1339,"TOILETTE PUBLIQUE PAR AIMÉ-LÉONARD","4975 Boulevard  Gouin E, Montréal","PROPRIÉTAIRE","Bâtiment","Loisir communautaire","Vespasienne","MONTRÉAL-NORD",2017,266,0,266,1,,
1340,"TOILETTE PUBLIQUE PARC OSCAR","10660 Boulevard  Saint-Michel , Montréal","PROPRIÉTAIRE","Bâtiment","Loisir communautaire","Vespasienne","MONTRÉAL-NORD",2017,274,0,274,1,,
1341,"PAVILLON DES BAIGNEURS PARC TRENHOLME","6800 Rue  Sherbrooke O, Montréal","PROPRIÉTAIRE","Bâtiment","Loisir communautaire","Pavillon des baigneurs","COTE-DES-NEIGES / N-D-DE-GRACE",2018,500,0,500,1,,
1345,"STATION D'ÉCHANTILLONNAGE DU RSQA # 55","12400 Avenue  Wilfrid-Ouellette , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Station de nivométrie","R-D-P / P-A-T",1999,11.15,11.15,11.15,1,2,
1346,"GARAGE RUE PIERRE-CHASSEUR","7690 Rue  Pierre-Chasseur , Montréal","PROPRIÉTAIRE","Bâtiment excéd.","Industriel","Entrepôt chauffé","R-D-P / P-A-T",,300,0,300,1,0,0
1358,"BIOSPHERE","160 Chemin du Tour-de-l'Isle , Montréal","PROPRIÉTAIRE","Bâtiment","Culturel","Centre scientifique","VILLE-MARIE",1967,8384.21,,7790.5,5,,2
1368,"TOILETTE PUBLIQUE PARC ST-BENOIT","Rue  Meilleur , Montréal","PROPRIÉTAIRE","Bâtiment","Loisir communautaire","Vespasienne","AHUNTSIC / CARTIERVILLE",,24,0,24,1,,
1369,"BÂT.SERVICE PATAUG. PARC PIERRE-BÉDARD","5415 Rue  Lacordaire , Montréal","PROPRIÉTAIRE","Bâtiment","Loisir communautaire","Chalet","MERCIER/HOCHELAGA/ MAISONNEUVE",2018,93.35,93.35,80.9,1,,
1370,"BÂT.SERVICE PATAUG. PARC ST-CLÉMENT","5071 Rue  La Fontaine , Montréal","PROPRIÉTAIRE","Bâtiment","Loisir communautaire","Chalet","MERCIER/HOCHELAGA/ MAISONNEUVE",2018,93.35,93.35,80.8,1,,
1371,"JEU D'EAU PARC PLACE DARLINGTON","Place de Darlington , Montréal","PROPRIÉTAIRE","Installation externe","Loisir communautaire","Jeu d'eau","COTE-DES-NEIGES / N-D-DE-GRACE",2016,151,151,151,,,
1372,"ENTREPÔT ATELIER VIAU","2269 Rue  Viau , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Entrepôt non-chauffé","MERCIER/HOCHELAGA/ MAISONNEUVE",1948,676.26,676.26,657.6,1,,
1376,"STATION POMPAGE CHABANEL O./MEILLEUR","602 Rue  Chabanel O, Montréal","PROPRIÉTAIRE","Installation externe","Industriel","Station de pompage (égouts)","AHUNTSIC / CARTIERVILLE",1953,16,16,16,2,,
1377,"STAT.POMPAGE SALABERRY/BOIS-DE-BOULOGNE","1460 Rue  De Salaberry , Montréal","PROPRIÉTAIRE","Installation externe","Industriel","Station de pompage (égouts)","AHUNTSIC / CARTIERVILLE",1930,36,1,36,1,,
1378,"STATION POMPAGE SAUVÉ/MEILLEUR","500 Rue  Sauvé O, Montréal","PROPRIÉTAIRE","Installation externe","Industriel","Station de pompage (égouts)","AHUNTSIC / CARTIERVILLE",1952,1,1,1,1,,
